Code,Division,Code,District,Code,Upazila/City Corporation,Code,Union / Municipality / City Corporation Ward
20,Chittagong,84,RANGAMATI,87,RANGAMATI SADAR,142,BALUKHALI
20,Chittagong,51,LAKSHMIPUR,43,LAKSHMIPUR SADAR,187,CHAR RAMANI
40,Khulna,50,KUSHTIA,71,KUMARKHALI,185,CHAPRA
30,Dhaka,68,NARSINGDI,76,SHIBPUR,87,SHIBPUR POURASABHA
30,Dhaka,29,FARIDPUR,10,BHANGA,547,NASIRABAD
55,Rangpur,49,KURIGRAM,94,ULIPUR,348,HATIA
45,Mymensingh,61,MYMENSINGH,81,FULPUR,278,FULPUR
40,Khulna,44,JHENAIDAH,80,SHAILKUPA,219,DIGNAGAR
60,Sylhet,91,SYLHET,41,GOWAINGHAT,109,ALIRGAON
50,Rajshahi,81,RAJSHAHI,31,DURGAPUR,610,PANANAGAR
55,Rangpur,27,DINAJPUR,64,DINAJPUR SADAR,778,UTHRAIL
60,Sylhet,91,SYLHET,94,ZAKIGANJ,160,BIRASREE
30,Dhaka,26,DHAKA,14,DHAMRAI,413,JADABPUR
30,Dhaka,56,MANIKGANJ,46,MANIKGANJ SADAR,546,NABAGRAM
30,Dhaka,48,KISHOREGANJ,92,TARAIL,226,DIKDAIR
45,Mymensingh,61,MYMENSINGH,22,GAFARGAON,176,CHAR ALGI
50,Rajshahi,10,BOGRA,06,ADAMDIGHI,542,NASRATPUR
20,Chittagong,13,CHANDPUR,22,CHANDPUR SADAR,152,BALIA
40,Khulna,44,JHENAIDAH,19,JHENAIDAH SADAR,208,DOGACHHI
30,Dhaka,29,FARIDPUR,18,BOALMARI,320,GUHABAHA
40,Khulna,57,MEHERPUR,87,MEHERPUR SADAR,608,PIROJPUR
50,Rajshahi,81,RAJSHAHI,10,BAGHA,152,BAUSA
30,Dhaka,35,GOPALGANJ,58,MUKSUDPUR,617,PASHARGANTI
20,Chittagong,13,CHANDPUR,58,KACHUA,109,ASHRAFPUR
50,Rajshahi,76,PABNA,55,PABNA SADAR,521,MALIGACHHA
55,Rangpur,49,KURIGRAM,06,BHURUNGAMARI,711,SHILKHURI
60,Sylhet,90,SUNAMGANJ,23,CHHATAK,142,BHATGAON
20,Chittagong,03,BANDARBAN,89,ROWANGCHHARI,672,ROANGCHHARI
40,Khulna,47,KHULNA,30,DUMURIA,311,GUTUDIA
40,Khulna,87,SATKHIRA,47,KALIGANJ,680,RATANPUR
30,Dhaka,59,MUNSHIGANJ,44,LOUHAJANG,142,BEJGAON
55,Rangpur,27,DINAJPUR,17,BIROL,714,SAHARGRAM
55,Rangpur,32,GAIBANDHA,30,GOBINDAGANJ,275,FULBARI
10,Barisal,06,BARISAL,94,UJIRPUR,576,OTRA
45,Mymensingh,72,NETRAKONA,47,KENDUA,40,KENDUA POURASABHA
20,Chittagong,22,COXS BAZAR,90,TEKNAF,714,SAINT MARTIN
55,Rangpur,27,DINAJPUR,69,NABABGANJ,142,BHADURIA
60,Sylhet,58,MOULVIBAZAR,14,BARALEKHA,237,DASER BAZAR
30,Dhaka,48,KISHOREGANJ,49,KISHOREGANJ SADAR,142,BINNATI
30,Dhaka,54,MADARIPUR,54,MADARIPUR SADAR,615,PANCHKHOLA
20,Chittagong,22,COXS BAZAR,16,CHAKARIA,448,KAIYARBIL
50,Rajshahi,81,RAJSHAHI,66,RAJSHAHI CITY CORPORATION,025,WARD NO. 25
10,Barisal,78,PATUAKHALI,52,DASHMINA,143,BAHRAMPUR
20,Chittagong,30,FENI,41,FULGAZI,311,GM HAT
45,Mymensingh,72,NETRAKONA,04,ATPARA,142,BANIAJAN
30,Dhaka,82,RAJBARI,47,KALUKHALI,516,MAJHBARI
20,Chittagong,19,COMILLA,74,MANOHARGANJ,210,DAKKHIN JHALAM
40,Khulna,01,BAGERHAT,08,BAGERHAT SADAR,411,JATRAPUR
45,Mymensingh,89,SHERPUR,88,SHERPUR SADAR,188,CHAR PAKKHIMARI
50,Rajshahi,88,SIRAJGANJ,11,BELKUCHI,142,BARADHUL
60,Sylhet,36,HABIGANJ,44,HABIGANJ SADAR,541,NIZAMPUR
20,Chittagong,03,BANDARBAN,89,ROWANGCHHARI,739,TARACHHA
55,Rangpur,52,LALMONIRHAT,70,PATGRAM,710,SREERAMPUR
55,Rangpur,73,NILPHAMARI,12,DIMLA,611,PASHCHIM CHHATNAI
45,Mymensingh,72,NETRAKONA,74,NETRAKONA SADAR,176,CHALLISHA
30,Dhaka,93,TANGAIL,76,NAGARPUR,722,SALIMABAD
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,025,WARD NO. 25 (61)
20,Chittagong,51,LAKSHMIPUR,33,KAMALNAGAR,744,TORABGANJ
40,Khulna,65,NARAIL,28,KALIA,344,HAMIDPUR
60,Sylhet,58,MOULVIBAZAR,65,KULAURA,142,BARAMCHAL
30,Dhaka,93,TANGAIL,28,GHATAIL,37,GHATAIL POURASABHA
55,Rangpur,52,LALMONIRHAT,55,LALMONIRHAT SADAR,451,KULAGHAT
20,Chittagong,15,CHITTAGONG,16,CHITTAGONG  CITY CORPORATION,008,WARD NO. 08 (PART)
10,Barisal,06,BARISAL,07,BAKERGANJ,616,PADREE SHIBPUR
20,Chittagong,19,COMILLA,67,ADARSHA SADAR,210,DAKKHIN DURGAPUR
20,Chittagong,19,COMILLA,50,COMILLA CITY CORPORATION,024,WARD NO. 24
30,Dhaka,67,NARAYANGANJ,68,RUPGANJ,77,TARABA POURASABHA
20,Chittagong,15,CHITTAGONG,61,PATIYA,351,HAIDGAON
30,Dhaka,82,RAJBARI,73,PANGSHA,142,BABUPARA
20,Chittagong,03,BANDARBAN,51,LAMA,476,LAMA
40,Khulna,87,SATKHIRA,82,SATKHIRA SADAR,316,GHONA
50,Rajshahi,81,RAJSHAHI,94,TANORE,708,SARANJAI
20,Chittagong,19,COMILLA,40,DEBIDWAR,782,UTTAR GUNAIGHAR
60,Sylhet,91,SYLHET,27,COMPANIGANJ,208,DAKKHIN RANIKHAI
40,Khulna,41,JESSORE,47,JESSORE SADAR,559,NOAPARA
45,Mymensingh,72,NETRAKONA,83,PURBADHALA,346,HOGLA
30,Dhaka,86,SHARIATPUR,65,NARIA,515,MOKTARERCHAR
20,Chittagong,19,COMILLA,94,TITAS,442,KALAKANDI
40,Khulna,55,MAGURA,95,SREEPUR,209,DARIAPUR
10,Barisal,04,BARGUNA,09,AMTALI,178,CHAORA
30,Dhaka,56,MANIKGANJ,28,HARIRAMPUR,322,GOPINATHPUR
20,Chittagong,13,CHANDPUR,22,CHANDPUR SADAR,689,RAMPUR
50,Rajshahi,81,RAJSHAHI,66,RAJSHAHI CITY CORPORATION,019,WARD NO. 19
20,Chittagong,19,COMILLA,27,CHANDINA,246,ETBARPUR
20,Chittagong,75,NOAKHALI,07,BEGUMGANJ,457,KUTUBPUR
20,Chittagong,19,COMILLA,81,MURADNAGAR,630,PURBADHAIR (PURBA)
55,Rangpur,49,KURIGRAM,61,NAGESHWARI,344,HASNABAD
55,Rangpur,49,KURIGRAM,77,RAJARHAT,142,BIDYANANDA
40,Khulna,01,BAGERHAT,58,MONGLA,50,MONGLA POURASABHA
60,Sylhet,91,SYLHET,59,KANAIGHAT,142,BARA CHATUL
20,Chittagong,19,COMILLA,18,BURICHANG,711,SHOLANAL
55,Rangpur,32,GAIBANDHA,30,GOBINDAGANJ,452,KAMDIA
60,Sylhet,90,SUNAMGANJ,23,CHHATAK,313,GOBINDGANJ SAIDERGAON
30,Dhaka,29,FARIDPUR,03,ALFADANGA,310,GOPALPUR
55,Rangpur,94,THAKURGAON,08,BALIADANGI,152,BARABARI
30,Dhaka,35,GOPALGANJ,43,KASHIANI,578,ORAKANDI
50,Rajshahi,88,SIRAJGANJ,94,ULLAPARA,790,ULLAPARA
20,Chittagong,19,COMILLA,50,COMILLA CITY CORPORATION,010,WARD NO. 10
40,Khulna,57,MEHERPUR,47,GANGNI,509,MATMURA
30,Dhaka,33,GAZIPUR,86,SREEPUR,609,PRAHLADPUR
30,Dhaka,54,MADARIPUR,80,RAJOIR,680,RAJOIR
10,Barisal,06,BARISAL,62,MEHENDIGANJ,109,ALIMABAD
45,Mymensingh,39,JAMALPUR,58,MADARGANJ,444,KARAICHARA
50,Rajshahi,70,CHAPAINABABGANJ,88,SHIBGANJ,521,MOBARAKPUR
55,Rangpur,85,RANGPUR,73,PIRGACHHA,375,ITAKUMARI
30,Dhaka,86,SHARIATPUR,14,BHEDARGANJ,185,CHAR CENSUS
60,Sylhet,58,MOULVIBAZAR,80,RAJNAGAR,440,KAMARCHAK
30,Dhaka,29,FARIDPUR,62,NAGARKANDA,175,CHAR JASHORDI
20,Chittagong,75,NOAKHALI,10,CHATKHIL,618,PARKOTE
30,Dhaka,67,NARAYANGANJ,68,RUPGANJ,443,KAYETPARA
20,Chittagong,30,FENI,94,SONAGAZI,195,CHAR MAJLISHPUR
30,Dhaka,67,NARAYANGANJ,04,SONARGAON,142,BAIDYER BAZAR
30,Dhaka,26,DHAKA,25,DHAKA NORTH CITY CORPORATION,019,WARD NO. 19 (PART)
50,Rajshahi,10,BOGRA,88,SHERPUR,309,GARIDAHA
10,Barisal,04,BARGUNA,19,BAMNA,142,BAMNA
40,Khulna,41,JESSORE,90,SHARSHA,612,PUTKHALI
50,Rajshahi,76,PABNA,33,FARIDPUR,210,DEMRA
50,Rajshahi,10,BOGRA,20,BOGRA SADAR,275,FANPORE
60,Sylhet,90,SUNAMGANJ,29,DERAI,210,DERAI SARMANGAL
20,Chittagong,84,RANGAMATI,47,JURACHHARI,508,MAIDANG
20,Chittagong,22,COXS BAZAR,24,COXS BAZAR SADAR,420,JHILANGJA
50,Rajshahi,64,NAOGAON,47,MANDA,624,PRASADPUR
30,Dhaka,48,KISHOREGANJ,02,AUSTAGRAM,452,KASTAL
20,Chittagong,19,COMILLA,67,ADARSHA SADAR,443,KALIR BAZAR
55,Rangpur,73,NILPHAMARI,45,KISHOREGANJ,151,BARABHITA
50,Rajshahi,38,JOYPURHAT,58,KALAI,60,KALAI POURASABHA
40,Khulna,50,KUSHTIA,39,DAULATPUR,682,RAMKRISHNAPUR
50,Rajshahi,10,BOGRA,20,BOGRA SADAR,551,NISHINDARA
55,Rangpur,32,GAIBANDHA,24,GAIBANDHA SADAR,319,GIDARI
60,Sylhet,91,SYLHET,31,DAKKHIN SURMA,451,KUCHAI
45,Mymensingh,89,SHERPUR,88,SHERPUR SADAR,483,LACHHMANPUR
60,Sylhet,91,SYLHET,27,COMPANIGANJ,383,ISLAMPUR PASHCHIM
60,Sylhet,90,SUNAMGANJ,47,JAGANNATHPUR,617,PATLI
30,Dhaka,67,NARAYANGANJ,44,NARAYANGANJ CITY CORPORATION,006,WARD NO. 06
30,Dhaka,29,FARIDPUR,90,SALTHA,109,ATGHAR
30,Dhaka,48,KISHOREGANJ,33,ITNA,378,ITNA
20,Chittagong,19,COMILLA,40,DEBIDWAR,413,JAFARGANJ
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,071,WARD NO. 71
20,Chittagong,51,LAKSHMIPUR,58,RAIPUR,777,UTTAR CHAR ABABIL
55,Rangpur,85,RANGPUR,58,MITHAPUKUR,314,GOPALPUR
20,Chittagong,22,COXS BAZAR,45,KUTUBDIA,774,UTTAR DHURUNG
55,Rangpur,49,KURIGRAM,09,CHILMARI,109,ASHTAMIRCHAR
10,Barisal,78,PATUAKHALI,97,RANGABALI,176,CHALITABUNIA
20,Chittagong,46,KHAGRACHHARI,49,KHAGRACHHARI SADAR,608,PERACHHARA
40,Khulna,87,SATKHIRA,25,DEBHATA,540,NAOAPARA
40,Khulna,87,SATKHIRA,47,KALIGANJ,521,MOUTALA
30,Dhaka,48,KISHOREGANJ,59,MITHAMAIN,511,MITHAMAIN
20,Chittagong,15,CHITTAGONG,53,MIRSARAI,532,MIRSARAI
55,Rangpur,27,DINAJPUR,17,BIROL,16,BIROL POURASABHA
45,Mymensingh,89,SHERPUR,37,JHENAIGATI,308,GOURIPUR
50,Rajshahi,88,SIRAJGANJ,67,SHAHJADPUR,681,RUPBATI
20,Chittagong,03,BANDARBAN,91,RUMA,605,PAINDU
30,Dhaka,59,MUNSHIGANJ,74,SIRAJDIKHAN,151,BASAIL
30,Dhaka,54,MADARIPUR,87,SHIBCHAR,456,KANTHALBARI
20,Chittagong,19,COMILLA,09,BARURA,145,BHABANIPUR
50,Rajshahi,64,NAOGAON,79,PORSHA,308,GANGURIA
55,Rangpur,27,DINAJPUR,12,BIRGANJ,18,BIRGANJ POURASABHA
30,Dhaka,56,MANIKGANJ,46,MANIKGANJ SADAR,345,HATIPARA
55,Rangpur,27,DINAJPUR,12,BIRGANJ,142,BHOGNAGAR
20,Chittagong,22,COXS BAZAR,94,UKHIA,673,RAJAPALANG
45,Mymensingh,61,MYMENSINGH,24,HALUAGHAT,143,BHUBANKURA
30,Dhaka,48,KISHOREGANJ,49,KISHOREGANJ SADAR,177,CHOUDDASHATA
30,Dhaka,59,MUNSHIGANJ,24,GAZARIA,379,IMAMPUR
30,Dhaka,93,TANGAIL,09,BASAIL,451,KASHIL
40,Khulna,18,CHUADANGA,23,CHUADANGA SADAR,611,PADMABILA
30,Dhaka,48,KISHOREGANJ,06,BAJITPUR,209,DIGHIRPAR
40,Khulna,47,KHULNA,75,RUPSA,706,SREEFALTALA
50,Rajshahi,10,BOGRA,67,NANDIGRAM,151,BHATRA
30,Dhaka,67,NARAYANGANJ,44,NARAYANGANJ CITY CORPORATION,013,WARD NO. 13
20,Chittagong,13,CHANDPUR,45,FARIDGANJ,781,UTTAR GOBINDAPUR
40,Khulna,44,JHENAIDAH,71,MAHESHPUR,730,SWARUPPUR
10,Barisal,78,PATUAKHALI,52,DASHMINA,212,DASHMINA
40,Khulna,65,NARAIL,52,LOHAGARA,556,NOAGRAM
50,Rajshahi,76,PABNA,72,SANTHIA,461,KHETUPARA
55,Rangpur,85,RANGPUR,75,RANGPUR CITY CORPORATION,011,WARD NO. 11
60,Sylhet,58,MOULVIBAZAR,80,RAJNAGAR,608,PANCHGAON
45,Mymensingh,39,JAMALPUR,15,DEWANGANJ,611,PAR RAMRAMPUR
60,Sylhet,90,SUNAMGANJ,89,SUNAMGANJ SADAR,450,KURBANNAGAR
20,Chittagong,19,COMILLA,81,MURADNAGAR,405,JAHAPUR
20,Chittagong,15,CHITTAGONG,33,FATIKCHHARI,737,SUNDARPUR
55,Rangpur,73,NILPHAMARI,12,DIMLA,309,GAYABARI
40,Khulna,41,JESSORE,38,KESHABPUR,610,PANJIA
40,Khulna,01,BAGERHAT,08,BAGERHAT SADAR,160,BISHNUPUR
40,Khulna,41,JESSORE,38,KESHABPUR,518,MANGALKOT
50,Rajshahi,76,PABNA,72,SANTHIA,554,NANDANPUR
45,Mymensingh,72,NETRAKONA,40,KALMAKANDA,610,POGLA
50,Rajshahi,76,PABNA,33,FARIDPUR,142,BANWARINAGAR
50,Rajshahi,81,RAJSHAHI,66,RAJSHAHI CITY CORPORATION,002,WARD NO. 02
60,Sylhet,58,MOULVIBAZAR,65,KULAURA,344,HAJIPUR
40,Khulna,01,BAGERHAT,58,MONGLA,142,BURIRDANGA
40,Khulna,50,KUSHTIA,71,KUMARKHALI,142,BAGULAT
30,Dhaka,93,TANGAIL,28,GHATAIL,765,SANGRAMPUR
30,Dhaka,33,GAZIPUR,33,GAZIPUR CITY CORPORATION,050,WARD NO. 50
30,Dhaka,67,NARAYANGANJ,44,NARAYANGANJ CITY CORPORATION,004,WARD NO. 04
40,Khulna,41,JESSORE,47,JESSORE SADAR,684,RAMNAGAR
50,Rajshahi,69,NATORE,44,LALPUR,118,ARJUNPUR BARAMHATI
50,Rajshahi,81,RAJSHAHI,12,BAGMARA,152,BASUPARA
60,Sylhet,36,HABIGANJ,71,MADHABPUR,414,JAGADISHPUR
20,Chittagong,03,BANDARBAN,95,THANCHI,738,THANCHI
30,Dhaka,67,NARAYANGANJ,58,NARAYANGANJ SADAR,453,KUTUBPUR
50,Rajshahi,81,RAJSHAHI,72,PABA,60,KATAKHALI POURASABHA
55,Rangpur,85,RANGPUR,58,MITHAPUKUR,535,MIRZAPUR
55,Rangpur,49,KURIGRAM,08,RAJIBPUR,672,RAJIBPUR
30,Dhaka,35,GOPALGANJ,51,KOTALIPARA,722,SUAGRAM
30,Dhaka,68,NARSINGDI,52,MANOHARDI,176,CHALAKCHAR
30,Dhaka,93,TANGAIL,66,MIRZAPUR,180,BHAWRA
20,Chittagong,19,COMILLA,27,CHANDINA,523,MAHICHAIL
30,Dhaka,48,KISHOREGANJ,54,KULIARCHAR,574,OSMANPUR
20,Chittagong,51,LAKSHMIPUR,73,RAMGATI,221,CHAR PORAGACHHA
40,Khulna,41,JESSORE,61,MANIRAMPUR,685,ROHITA
40,Khulna,55,MAGURA,95,SREEPUR,109,AMALSAR
30,Dhaka,93,TANGAIL,28,GHATAIL,109,ANEHALA
20,Chittagong,46,KHAGRACHHARI,65,MAHALCHHARI,506,MAHALCHHARI
55,Rangpur,27,DINAJPUR,60,KHANSAMA,153,BHERBHERI
40,Khulna,18,CHUADANGA,07,ALAMDANGA,467,KHASKARRA
30,Dhaka,48,KISHOREGANJ,76,NIKLI,443,KARPASHA
50,Rajshahi,38,JOYPURHAT,13,AKKELPUR,307,GOPINATHPUR
55,Rangpur,49,KURIGRAM,09,CHILMARI,540,NAYARHAT
45,Mymensingh,61,MYMENSINGH,24,HALUAGHAT,312,GAZIRBHITA
55,Rangpur,94,THAKURGAON,94,THAKURGAON SADAR,425,JAMALPUR
10,Barisal,78,PATUAKHALI,76,MIRZAGANJ,109,AMRAGACHHIA
20,Chittagong,12,BRAHMANBARIA,33,ASHUGANJ,177,CHAR CHARTALA
50,Rajshahi,69,NATORE,91,SINGRA,344,HATIANDAHA
10,Barisal,06,BARISAL,50,BARISAL CITY CORPORATION,019,WARD NO. 19
20,Chittagong,22,COXS BAZAR,94,UKHIA,340,HALDIA PALANG
30,Dhaka,26,DHAKA,25,DHAKA NORTH CITY CORPORATION,001,WARD NO. 01 (24) (PART)
45,Mymensingh,39,JAMALPUR,29,ISLAMPUR,176,CHAR GOALINI
10,Barisal,06,BARISAL,32,GAURNADI,67,GAURNADI POURASABHA
50,Rajshahi,10,BOGRA,88,SHERPUR,719,SIMABARI
55,Rangpur,73,NILPHAMARI,12,DIMLA,209,DIMLA
60,Sylhet,36,HABIGANJ,77,NABIGANJ,547,NABIGANJ
20,Chittagong,15,CHITTAGONG,33,FATIKCHHARI,457,KHIRAM
30,Dhaka,29,FARIDPUR,56,MADHUKHALI,210,DUMAIN
30,Dhaka,26,DHAKA,14,DHAMRAI,456,KUSHURA
40,Khulna,41,JESSORE,23,JHIKARGACHHA,308,GADKHALI
45,Mymensingh,61,MYMENSINGH,52,MYMENSINGH SADAR,615,PARANGANJ
50,Rajshahi,10,BOGRA,33,DUPCHACHIA,175,CHAMRUL
55,Rangpur,52,LALMONIRHAT,70,PATGRAM,444,KUCHLIBARI
30,Dhaka,33,GAZIPUR,33,GAZIPUR CITY CORPORATION,025,WARD NO. 25
20,Chittagong,19,COMILLA,81,MURADNAGAR,186,CHHALIAKANDI
30,Dhaka,93,TANGAIL,57,MADHUPUR,75,MADHUPUR POURASABHA
30,Dhaka,67,NARAYANGANJ,02,ARAIHAZAR,512,MAHMUDPUR
45,Mymensingh,89,SHERPUR,90,SREEBARDI,317,GOSAIPUR
10,Barisal,78,PATUAKHALI,66,KALAPARA,60,KUAKATA POURASABHA
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,065,WARD NO. 65
20,Chittagong,84,RANGAMATI,36,KAPTAI,184,CHITMARAM
40,Khulna,01,BAGERHAT,60,MORELGANJ,151,BALAIBUNIA
40,Khulna,55,MAGURA,85,SHALIKHA,707,SHALIKHA
45,Mymensingh,72,NETRAKONA,56,MADAN,50,MADAN POURASABHA
60,Sylhet,58,MOULVIBAZAR,80,RAJNAGAR,675,RAJNAGAR
45,Mymensingh,72,NETRAKONA,56,MADAN,544,NAYEKPUR
60,Sylhet,91,SYLHET,50,SYLHET CITY CORPORATION,002,WARD NO. 02
30,Dhaka,29,FARIDPUR,62,NAGARKANDA,476,LASKARDIA
45,Mymensingh,61,MYMENSINGH,13,BHALUKA,160,BIRUNIA
50,Rajshahi,70,CHAPAINABABGANJ,37,GOMASTAPUR,676,RADHANAGAR
55,Rangpur,85,RANGPUR,76,PIRGANJ,151,BARA DARGA
50,Rajshahi,64,NAOGAON,47,MANDA,452,KANSHOPARA
55,Rangpur,32,GAIBANDHA,88,SAGHATA,453,KAMALERPARA
30,Dhaka,48,KISHOREGANJ,49,KISHOREGANJ SADAR,530,MARIA
55,Rangpur,32,GAIBANDHA,24,GAIBANDHA SADAR,523,MOLLARCHAR
30,Dhaka,29,FARIDPUR,47,FARIDPUR SADAR,454,KANAIPUR
20,Chittagong,15,CHITTAGONG,53,MIRSARAI,717,SAHERKHALI
20,Chittagong,75,NOAKHALI,87,NOAKHALI SADAR,446,KADIR HANIF
40,Khulna,18,CHUADANGA,07,ALAMDANGA,552,NAGDAH
55,Rangpur,32,GAIBANDHA,82,SADULLAPUR,210,DAMODARPUR
30,Dhaka,56,MANIKGANJ,28,HARIRAMPUR,152,BALLA
30,Dhaka,82,RAJBARI,73,PANGSHA,712,SARISHA
20,Chittagong,19,COMILLA,36,DAUDKANDI,210,DAUDKANDI UTTAR
50,Rajshahi,10,BOGRA,94,SHIBGANJ,519,MAYDANHATA
60,Sylhet,91,SYLHET,59,KANAIGHAT,442,KANAIGHAT
30,Dhaka,33,GAZIPUR,33,GAZIPUR CITY CORPORATION,051,WARD NO. 51
40,Khulna,47,KHULNA,12,BATIAGHATA,161,BHANDARKOT
50,Rajshahi,81,RAJSHAHI,94,TANORE,83,TANORE POURASABHA
10,Barisal,06,BARISAL,50,BARISAL CITY CORPORATION,025,WARD NO. 25
55,Rangpur,52,LALMONIRHAT,55,LALMONIRHAT SADAR,308,GOKUNDA
50,Rajshahi,10,BOGRA,85,SHAJAHANPUR,513,MADLA
10,Barisal,04,BARGUNA,09,AMTALI,127,ATHAROGACHHIA
40,Khulna,50,KUSHTIA,71,KUMARKHALI,444,KAYA
50,Rajshahi,76,PABNA,55,PABNA SADAR,712,SADULLAPUR
50,Rajshahi,69,NATORE,41,GURUDASPUR,176,CHAPILA
30,Dhaka,93,TANGAIL,66,MIRZAPUR,782,UARSHI
30,Dhaka,33,GAZIPUR,33,GAZIPUR CITY CORPORATION,019,WARD NO. 19
55,Rangpur,49,KURIGRAM,94,ULIPUR,211,DALDALIA
30,Dhaka,82,RAJBARI,29,GOALANDA,22,GOALANDA POURASABHA
30,Dhaka,56,MANIKGANJ,28,HARIRAMPUR,715,SUTALARI
20,Chittagong,19,COMILLA,27,CHANDINA,212,DOLLAI NABABPUR
60,Sylhet,36,HABIGANJ,77,NABIGANJ,632,PURBA BARABHAKAIR
55,Rangpur,85,RANGPUR,75,RANGPUR CITY CORPORATION,017,WARD NO. 17
60,Sylhet,90,SUNAMGANJ,27,DAKKHIN SUNAMGANJ,606,PASHCHIM BIRGAON
20,Chittagong,15,CHITTAGONG,61,PATIYA,160,BHATIKHAIN
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,050,WARD NO. 50 (86)
20,Chittagong,19,COMILLA,15,BRAHMANPARA,176,CHANDLA
20,Chittagong,03,BANDARBAN,73,NAIKKHONGCHHARI,142,BAISHARI
50,Rajshahi,10,BOGRA,27,DHUNAT,513,MATHURAPUR
10,Barisal,06,BARISAL,07,BAKERGANJ,16,BAKERGANJ POURASABHA
20,Chittagong,51,LAKSHMIPUR,43,LAKSHMIPUR SADAR,205,CHAR SHAHI
55,Rangpur,52,LALMONIRHAT,33,HATIBANDHA,142,BARAKHATA
30,Dhaka,35,GOPALGANJ,43,KASHIANI,142,BETHURI
55,Rangpur,49,KURIGRAM,79,ROUMARI,674,ROUMARI
40,Khulna,01,BAGERHAT,60,MORELGANJ,684,RAMCHANDRAPUR
50,Rajshahi,76,PABNA,16,BERA,409,JATSAKHINI
10,Barisal,04,BARGUNA,85,PATHARGHATA,458,KANTHALTALI
30,Dhaka,35,GOPALGANJ,32,GOPALGANJ SADAR,25,GOPALGANJ POURASABHA
40,Khulna,18,CHUADANGA,23,CHUADANGA SADAR,544,NEHALPUR
30,Dhaka,54,MADARIPUR,80,RAJOIR,352,HOSSAINPUR
30,Dhaka,68,NARSINGDI,60,NARSINGDI SADAR,118,AMDIA
55,Rangpur,73,NILPHAMARI,85,SAIDPUR,75,SAIDPUR POURASABHA
10,Barisal,06,BARISAL,51,BARISAL SADAR (KOTWALI),411,JAGUA
45,Mymensingh,61,MYMENSINGH,31,ISHWARGANJ,143,BARAHIT
10,Barisal,06,BARISAL,50,BARISAL CITY CORPORATION,002,WARD NO. 02
20,Chittagong,19,COMILLA,36,DAUDKANDI,151,BITESHWAR
40,Khulna,87,SATKHIRA,82,SATKHIRA SADAR,416,JHAUDANGA
55,Rangpur,73,NILPHAMARI,64,NILPHAMARI SADAR,453,KHOKSHABARI
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,068,WARD NO. 68
20,Chittagong,22,COXS BAZAR,24,COXS BAZAR SADAR,385,ISLAMPUR
55,Rangpur,85,RANGPUR,75,RANGPUR CITY CORPORATION,020,WARD NO. 20
55,Rangpur,27,DINAJPUR,60,KHANSAMA,144,BHABKI
30,Dhaka,86,SHARIATPUR,36,GOSAIRHAT,710,SAMANTASAR
45,Mymensingh,72,NETRAKONA,56,MADAN,509,MADAN
10,Barisal,78,PATUAKHALI,38,BAUPHAL,16,BAUPHAL POURASABHA
10,Barisal,79,PIROJPUR,58,MATHBARIA,711,SAPLEZA
20,Chittagong,15,CHITTAGONG,82,SATKANIA,75,SATKANIA POURASABHA
20,Chittagong,12,BRAHMANBARIA,90,NASIRNAGAR,279,FANDAUK
30,Dhaka,48,KISHOREGANJ,45,KATIADI,109,ACHMITA
20,Chittagong,13,CHANDPUR,79,MATLAB UTTAR,723,SHATNAL
20,Chittagong,51,LAKSHMIPUR,58,RAIPUR,185,CHAR PATA
20,Chittagong,19,COMILLA,81,MURADNAGAR,537,NABIPUR (PASHCHIM)
10,Barisal,09,BHOLA,54,LALMOHAN,176,CHAR BHUTA
20,Chittagong,75,NOAKHALI,07,BEGUMGANJ,516,MIR WARISHPUR
40,Khulna,87,SATKHIRA,47,KALIGANJ,211,DAKKHIN SREEPUR
50,Rajshahi,81,RAJSHAHI,10,BAGHA,16,BAGHA POURASABHA
55,Rangpur,32,GAIBANDHA,24,GAIBANDHA SADAR,444,KAMARJANI
50,Rajshahi,76,PABNA,39,ISHWARDI,716,SALIMPUR
45,Mymensingh,89,SHERPUR,70,NALITABARI,33,NALITABARI POURASABHA
60,Sylhet,91,SYLHET,50,SYLHET CITY CORPORATION,019,WARD NO. 19
20,Chittagong,75,NOAKHALI,07,BEGUMGANJ,550,NAROTTAMPUR
40,Khulna,55,MAGURA,66,MOHAMMADPUR,151,BALIDIA
50,Rajshahi,88,SIRAJGANJ,27,CHOUHALI,142,BAGHUTIA
55,Rangpur,73,NILPHAMARI,12,DIMLA,409,JHUNAGACHH CHAPANI
40,Khulna,47,KHULNA,64,PAIKGACHHA,487,LATA
60,Sylhet,91,SYLHET,17,BEANIBAZAR,711,SHEOLA
50,Rajshahi,88,SIRAJGANJ,50,KAZIPUR,175,CHALITADANGA
20,Chittagong,12,BRAHMANBARIA,13,BRAHMANBARIA SADAR,142,BASUDEB
40,Khulna,44,JHENAIDAH,71,MAHESHPUR,712,SBK
50,Rajshahi,88,SIRAJGANJ,94,ULLAPARA,781,UDHUNIA
