Code,Division,Code,District,Code,Upazila/City Corporation,Code,Union / Municipality / City Corporation Ward
50,Rajshahi,76,PABNA,33,FARIDPUR,37,FARIDPUR POURASABHA
60,Sylhet,91,SYLHET,08,BALAGANJ,625,PURBA PAILANPUR
30,Dhaka,86,SHARIATPUR,69,SHARIATPUR SADAR,177,CHANDRAPUR
30,Dhaka,33,GAZIPUR,33,GAZIPUR CITY CORPORATION,014,WARD NO. 14
45,Mymensingh,61,MYMENSINGH,31,ISHWARGANJ,509,MAGTULA
45,Mymensingh,72,NETRAKONA,47,KENDUA,177,CHIRANG
30,Dhaka,48,KISHOREGANJ,42,KARIMGANJ,66,KARIMGANJ POURASABHA
40,Khulna,41,JESSORE,11,CHAUGACHHA,209,DHULIANI
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,044,WARD NO. 44 (80) (PART)
50,Rajshahi,76,PABNA,55,PABNA SADAR,109,ATAIKULA
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,051,WARD NO. 51 (87) (PART)
10,Barisal,06,BARISAL,50,BARISAL CITY CORPORATION,008,WARD NO. 08
20,Chittagong,13,CHANDPUR,95,SHAHRASTI,184,CHITOSHI PURBA
60,Sylhet,91,SYLHET,50,SYLHET CITY CORPORATION,027,WARD NO. 27
20,Chittagong,75,NOAKHALI,80,SENBAG,143,BIJBAG
50,Rajshahi,10,BOGRA,94,SHIBGANJ,510,MAJHIHATTA
55,Rangpur,32,GAIBANDHA,21,FULCHHARI,284,FULCHHARI
30,Dhaka,35,GOPALGANJ,43,KASHIANI,544,NIJAMKANDI
60,Sylhet,36,HABIGANJ,44,HABIGANJ SADAR,609,PAIL
60,Sylhet,36,HABIGANJ,26,CHUNARUGHAT,509,MIRASHI
60,Sylhet,58,MOULVIBAZAR,80,RAJNAGAR,776,UTTARBHAG
45,Mymensingh,72,NETRAKONA,74,NETRAKONA SADAR,442,KAILATI
30,Dhaka,33,GAZIPUR,33,GAZIPUR CITY CORPORATION,046,WARD NO. 46
30,Dhaka,33,GAZIPUR,33,GAZIPUR CITY CORPORATION,008,WARD NO. 08
30,Dhaka,48,KISHOREGANJ,59,MITHAMAIN,209,DHAKI
60,Sylhet,90,SUNAMGANJ,47,JAGANNATHPUR,176,CHILAURA HALDIPUR
30,Dhaka,93,TANGAIL,95,TANGAIL SADAR,514,MAGRA
40,Khulna,01,BAGERHAT,34,FAKIRHAT,142,BAHIRDIA MANSA
30,Dhaka,26,DHAKA,25,DHAKA NORTH CITY CORPORATION,005,WARD NO. 05 (PART)
45,Mymensingh,72,NETRAKONA,83,PURBADHALA,211,DHALAMULGAON
30,Dhaka,59,MUNSHIGANJ,56,MUNSHIGANJ SADAR,152,BANGLABAZAR
20,Chittagong,15,CHITTAGONG,16,CHITTAGONG  CITY CORPORATION,017,WARD NO. 17
40,Khulna,41,JESSORE,90,SHARSHA,311,GOGA
20,Chittagong,19,COMILLA,73,LALMAI,143,BAKAI UTTAR
20,Chittagong,22,COXS BAZAR,45,KUTUBDIA,143,BARA GHOP
50,Rajshahi,81,RAJSHAHI,94,TANORE,176,CHANDURIA
10,Barisal,78,PATUAKHALI,76,MIRZAGANJ,508,MADHABKHALI
40,Khulna,47,KHULNA,53,KOYRA,518,MAHESHWARIPUR
40,Khulna,01,BAGERHAT,56,MOLLAHAT,109,ATJURI
30,Dhaka,26,DHAKA,18,DOHAR,507,MAHMUDPUR
10,Barisal,06,BARISAL,50,BARISAL CITY CORPORATION,014,WARD NO. 14
20,Chittagong,15,CHITTAGONG,12,BOALKHALI,118,AMUCHIA
20,Chittagong,15,CHITTAGONG,70,RANGUNIA,444,KODALA
50,Rajshahi,10,BOGRA,94,SHIBGANJ,443,KICHAK
50,Rajshahi,38,JOYPURHAT,13,AKKELPUR,671,RAYKALI
40,Khulna,50,KUSHTIA,79,KUSHTIA SADAR,515,MAJAMPUR
20,Chittagong,75,NOAKHALI,07,BEGUMGANJ,33,CHOUMUHANI POURASABHA
30,Dhaka,35,GOPALGANJ,51,KOTALIPARA,343,HIRAN
20,Chittagong,13,CHANDPUR,45,FARIDGANJ,790,UTTAR PAIKPARA
30,Dhaka,82,RAJBARI,76,RAJBARI SADAR,715,SHAHID WAHABPUR
60,Sylhet,58,MOULVIBAZAR,83,SREEMANGAL,143,BHUNABIR
30,Dhaka,86,SHARIATPUR,25,DAMUDYA,208,DARUL AMAN
40,Khulna,44,JHENAIDAH,33,KALIGANJ,32,KALIGANJ POURASABHA
20,Chittagong,15,CHITTAGONG,61,PATIYA,470,KHARANA
45,Mymensingh,61,MYMENSINGH,52,MYMENSINGH SADAR,448,KHAGDAHAR
20,Chittagong,15,CHITTAGONG,08,BANSHKHALI,186,CHHANUA
50,Rajshahi,10,BOGRA,06,ADAMDIGHI,109,ADAMDIGHI
30,Dhaka,26,DHAKA,18,DOHAR,551,NAYABARI
30,Dhaka,67,NARAYANGANJ,44,NARAYANGANJ CITY CORPORATION,007,WARD NO. 07
50,Rajshahi,88,SIRAJGANJ,27,CHOUHALI,441,KHAS KAULIA
55,Rangpur,85,RANGPUR,03,BADARGANJ,678,RADHANAGAR
30,Dhaka,29,FARIDPUR,03,ALFADANGA,109,ALFADANGA
30,Dhaka,68,NARSINGDI,76,SHIBPUR,211,DULALPUR
20,Chittagong,13,CHANDPUR,76,MATLAB DAKKHIN,541,NARAYANPUR
20,Chittagong,84,RANGAMATI,75,NANIARCHAR,142,BURIGHAT
45,Mymensingh,89,SHERPUR,70,NALITABARI,450,KALASPAR
50,Rajshahi,81,RAJSHAHI,12,BAGMARA,414,JHIKRA
40,Khulna,41,JESSORE,61,MANIRAMPUR,525,MANOHARPUR
55,Rangpur,52,LALMONIRHAT,33,HATIBANDHA,720,SINDURNA
30,Dhaka,86,SHARIATPUR,36,GOSAIRHAT,543,NAGERPARA
45,Mymensingh,61,MYMENSINGH,24,HALUAGHAT,547,NARAIL
60,Sylhet,58,MOULVIBAZAR,14,BARALEKHA,228,DAKKHINBHAG (UTTAR)
40,Khulna,55,MAGURA,57,MAGURA SADAR,354,HAJRAPUR
55,Rangpur,52,LALMONIRHAT,33,HATIBANDHA,729,SINGIMARI
60,Sylhet,91,SYLHET,53,JAINTAPUR,277,FATEPUR
40,Khulna,65,NARAIL,52,LOHAGARA,442,KASHIPUR
50,Rajshahi,76,PABNA,55,PABNA SADAR,312,GAYESHPUR
60,Sylhet,90,SUNAMGANJ,23,CHHATAK,548,NOARAI
30,Dhaka,68,NARSINGDI,07,BELABO,179,CHAR UJILABO
20,Chittagong,19,COMILLA,81,MURADNAGAR,680,RAMCHANDRAPUR (UTTAR)
40,Khulna,87,SATKHIRA,86,SHYAMNAGAR,143,BHURULIA
40,Khulna,47,KHULNA,33,KHULNA CITY CORPORATION,028,WARD NO. 28
30,Dhaka,82,RAJBARI,47,KALUKHALI,142,BOALIA
45,Mymensingh,72,NETRAKONA,38,KHALIAJURI,441,KHALIAJURI
40,Khulna,41,JESSORE,90,SHARSHA,779,ULASI
50,Rajshahi,10,BOGRA,85,SHAJAHANPUR,20,BOGRA POURASABHA
60,Sylhet,58,MOULVIBAZAR,35,JURI,408,JAYFARNAGAR
60,Sylhet,58,MOULVIBAZAR,83,SREEMANGAL,718,SINDURKHAN
30,Dhaka,93,TANGAIL,95,TANGAIL SADAR,310,GALA
60,Sylhet,58,MOULVIBAZAR,65,KULAURA,748,TILAGAON
30,Dhaka,93,TANGAIL,28,GHATAIL,745,SAGARDIGHI
20,Chittagong,15,CHITTAGONG,08,BANSHKHALI,453,KATHARIA
20,Chittagong,75,NOAKHALI,07,BEGUMGANJ,347,HAJIPUR
30,Dhaka,48,KISHOREGANJ,06,BAJITPUR,344,HALIMPUR
20,Chittagong,46,KHAGRACHHARI,65,MAHALCHHARI,515,MAISCHHARI
40,Khulna,01,BAGERHAT,60,MORELGANJ,414,JIUDHARA
55,Rangpur,85,RANGPUR,76,PIRGANJ,453,KUMEDPUR
20,Chittagong,12,BRAHMANBARIA,90,NASIRNAGAR,186,CHATALPAR
40,Khulna,65,NARAIL,52,LOHAGARA,44,LOHAGARA POURASABHA
45,Mymensingh,61,MYMENSINGH,31,ISHWARGANJ,779,UCHAKHILA
45,Mymensingh,89,SHERPUR,88,SHERPUR SADAR,683,ROUHA
20,Chittagong,19,COMILLA,81,MURADNAGAR,671,RAMCHANDRAPUR (DAKKHIN)
60,Sylhet,58,MOULVIBAZAR,65,KULAURA,151,BHATERA
40,Khulna,41,JESSORE,04,ABHAYNAGAR,615,PREMBAG
40,Khulna,41,JESSORE,90,SHARSHA,211,DIHI
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,024,WARD NO. 24 (60)
40,Khulna,55,MAGURA,66,MOHAMMADPUR,543,NAHATA
60,Sylhet,58,MOULVIBAZAR,65,KULAURA,613,PRITWIMPASHA
30,Dhaka,67,NARAYANGANJ,44,NARAYANGANJ CITY CORPORATION,001,WARD NO. 01
10,Barisal,79,PIROJPUR,14,BHANDARIA,543,NADMULA SHIALKATHI
50,Rajshahi,81,RAJSHAHI,66,RAJSHAHI CITY CORPORATION,027,WARD NO. 27
30,Dhaka,56,MANIKGANJ,46,MANIKGANJ SADAR,50,MANIKGANJ POURASABHA
20,Chittagong,13,CHANDPUR,22,CHANDPUR SADAR,749,TARPURCHANDI
50,Rajshahi,38,JOYPURHAT,47,JOYPURHAT SADAR,178,CHAK BARKAT
10,Barisal,09,BHOLA,25,CHARFASSON,136,AMINABAD
20,Chittagong,15,CHITTAGONG,78,SANDWIP,715,SANTOSHPUR
20,Chittagong,15,CHITTAGONG,86,SITAKUNDA,151,BANSHBARIA
45,Mymensingh,39,JAMALPUR,58,MADARGANJ,310,GUNARITALA
45,Mymensingh,61,MYMENSINGH,13,BHALUKA,445,KACHINA
40,Khulna,01,BAGERHAT,73,RAMPAL,610,PERIKHALI
30,Dhaka,26,DHAKA,38,KERANIGANJ,143,BASTA
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,030,WARD NO. 30 (66) (PART)
20,Chittagong,15,CHITTAGONG,47,LOHAGARA,611,PADUA
20,Chittagong,22,COXS BAZAR,66,RAMU,311,GARJANIA
40,Khulna,55,MAGURA,57,MAGURA SADAR,681,RAGHABDAIR
55,Rangpur,27,DINAJPUR,12,BIRGANJ,506,MARICHA
20,Chittagong,15,CHITTAGONG,16,CHITTAGONG  CITY CORPORATION,011,WARD NO. 11
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,010,WARD NO. 10 (33)
50,Rajshahi,10,BOGRA,67,NANDIGRAM,740,THALTA MAJGRAM
55,Rangpur,73,NILPHAMARI,15,DOMAR,211,DOMAR
50,Rajshahi,38,JOYPURHAT,47,JOYPURHAT SADAR,109,AMDAI
30,Dhaka,93,TANGAIL,95,TANGAIL SADAR,463,KATULI
20,Chittagong,13,CHANDPUR,76,MATLAB DAKKHIN,217,DAKKHIN UPADI
20,Chittagong,12,BRAHMANBARIA,85,NABINAGAR,755,SRIRAMPUR
50,Rajshahi,10,BOGRA,67,NANDIGRAM,142,BHATGRAM
60,Sylhet,36,HABIGANJ,05,BAHUBAL,717,SNANGHAT
50,Rajshahi,81,RAJSHAHI,12,BAGMARA,311,GANIPUR
30,Dhaka,33,GAZIPUR,36,KAPASIA,310,GHAGATIA
10,Barisal,78,PATUAKHALI,38,BAUPHAL,516,MADANPURA
40,Khulna,41,JESSORE,47,JESSORE SADAR,143,BASUNDIA
30,Dhaka,56,MANIKGANJ,22,GHIOR,310,GHIOR
10,Barisal,04,BARGUNA,28,BARGUNA SADAR,546,NALTONA
55,Rangpur,27,DINAJPUR,38,FULBARI,709,SHIBNAGAR
40,Khulna,41,JESSORE,38,KESHABPUR,142,BIDYANANDAKATI
30,Dhaka,67,NARAYANGANJ,02,ARAIHAZAR,35,GOPALDI POURASABHA
40,Khulna,87,SATKHIRA,82,SATKHIRA SADAR,66,SATKHIRA POURASABHA
50,Rajshahi,10,BOGRA,85,SHAJAHANPUR,522,MAJHIRA
55,Rangpur,85,RANGPUR,92,TARAGANJ,242,EKARCHALI
55,Rangpur,27,DINAJPUR,30,CHIRIRBANDAR,118,ALOKDIHI
50,Rajshahi,88,SIRAJGANJ,94,ULLAPARA,75,ULLAPARA POURASABHA
55,Rangpur,85,RANGPUR,76,PIRGANJ,160,BHENDABARI
30,Dhaka,26,DHAKA,62,NAWABGANJ,549,NAYANSREE
20,Chittagong,15,CHITTAGONG,61,PATIYA,479,KOLAGAON
40,Khulna,47,KHULNA,64,PAIKGACHHA,209,DELUTI
30,Dhaka,68,NARSINGDI,64,RAIPURA,195,CHAR ARALIA
20,Chittagong,19,COMILLA,54,HOMNA,311,GHAGUTIA
20,Chittagong,19,COMILLA,50,COMILLA CITY CORPORATION,026,WARD NO. 26
40,Khulna,41,JESSORE,23,JHIKARGACHHA,343,HAJIRBAG
50,Rajshahi,81,RAJSHAHI,66,RAJSHAHI CITY CORPORATION,014,WARD NO. 14
45,Mymensingh,61,MYMENSINGH,94,TRISHAL,211,DHANIKHOLA
55,Rangpur,85,RANGPUR,73,PIRGACHHA,619,PIRGACHHA
55,Rangpur,73,NILPHAMARI,36,JALDHAKA,218,DHARMAPAL
45,Mymensingh,39,JAMALPUR,85,SARISHABARI,618,POGALDIGHA
50,Rajshahi,69,NATORE,55,NALDANGA,142,BIPRA BELGHARIA
30,Dhaka,48,KISHOREGANJ,02,AUSTAGRAM,118,AUSTAGRAM
10,Barisal,06,BARISAL,07,BAKERGANJ,142,BHARPASHA
20,Chittagong,13,CHANDPUR,49,HAJIGANJ,320,GANDHARBAPUR UTTAR
20,Chittagong,22,COXS BAZAR,16,CHAKARIA,475,KONAKHALI
30,Dhaka,93,TANGAIL,28,GHATAIL,227,DHALAPARA
45,Mymensingh,39,JAMALPUR,36,JAMALPUR SADAR,713,SHAHBAZPUR
45,Mymensingh,61,MYMENSINGH,31,ISHWARGANJ,676,RAJIBPUR
45,Mymensingh,61,MYMENSINGH,72,NANDAIL,310,GANGAIL
60,Sylhet,91,SYLHET,20,BISHWANATH,210,DASHGHAR
40,Khulna,47,KHULNA,69,PHULTALA,998,JAHANABAD CANTONMENT
60,Sylhet,36,HABIGANJ,11,BANIACHONG,443,KAGAPASHA
55,Rangpur,27,DINAJPUR,38,FULBARI,42,FULBARI POURASABHA
55,Rangpur,85,RANGPUR,27,GANGACHARA,512,MARNEYA
30,Dhaka,56,MANIKGANJ,10,DAULATPUR,212,DHAMSAR
30,Dhaka,33,GAZIPUR,33,GAZIPUR CITY CORPORATION,047,WARD NO. 47
10,Barisal,78,PATUAKHALI,95,PATUAKHALI SADAR,143,BADARPUR
10,Barisal,06,BARISAL,62,MEHENDIGANJ,517,MEHENDIGANJ
50,Rajshahi,70,CHAPAINABABGANJ,66,CHAPAINAWABGANJ SADAR,414,JHILIM
60,Sylhet,36,HABIGANJ,77,NABIGANJ,219,DIGHALBAK
40,Khulna,50,KUSHTIA,94,MIRPUR,281,FULBARIA
20,Chittagong,12,BRAHMANBARIA,63,KASBA,443,KAIMPUR
50,Rajshahi,69,NATORE,44,LALPUR,844,WALIA
20,Chittagong,15,CHITTAGONG,70,RANGUNIA,690,RANGUNIA
60,Sylhet,36,HABIGANJ,11,BANIACHONG,511,MAKRAMPUR
30,Dhaka,82,RAJBARI,07,BALIAKANDI,142,BAHARPUR
20,Chittagong,51,LAKSHMIPUR,58,RAIPUR,444,KEROA
50,Rajshahi,70,CHAPAINABABGANJ,88,SHIBGANJ,312,GHORAPAKHIA
20,Chittagong,19,COMILLA,31,CHAUDDAGRAM,445,KALIKAPUR
45,Mymensingh,72,NETRAKONA,09,BARHATTA,717,SINGDHA
30,Dhaka,26,DHAKA,62,NAWABGANJ,724,SHOLLA
30,Dhaka,59,MUNSHIGANJ,84,SREENAGAR,749,TANTAR
40,Khulna,57,MEHERPUR,47,GANGNI,441,KATHULI
40,Khulna,44,JHENAIDAH,19,JHENAIDAH SADAR,16,JHENAIDAH POURASABHA
45,Mymensingh,39,JAMALPUR,36,JAMALPUR SADAR,678,RANAGACHHA
30,Dhaka,33,GAZIPUR,86,SREEPUR,509,MAONA
55,Rangpur,49,KURIGRAM,09,CHILMARI,176,CHILMARI
50,Rajshahi,64,NAOGAON,75,PATNITALA,544,NAZIPUR
55,Rangpur,32,GAIBANDHA,24,GAIBANDHA SADAR,462,KUPTALA
40,Khulna,47,KHULNA,64,PAIKGACHHA,175,CHANDKHALI
10,Barisal,06,BARISAL,69,MULADI,142,BATAMARA
20,Chittagong,15,CHITTAGONG,78,SANDWIP,345,HARAMIA
50,Rajshahi,76,PABNA,72,SANTHIA,310,GOURIGRAM
50,Rajshahi,81,RAJSHAHI,66,RAJSHAHI CITY CORPORATION,008,WARD NO. 08
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,005,WARD NO. 05 (28)
20,Chittagong,13,CHANDPUR,22,CHANDPUR SADAR,143,BAGADI
20,Chittagong,15,CHITTAGONG,74,RAOZAN,50,RAOZAN POURASABHA
55,Rangpur,27,DINAJPUR,17,BIROL,161,BIROL
30,Dhaka,48,KISHOREGANJ,79,PAKUNDIA,711,SUKHIA
40,Khulna,87,SATKHIRA,90,TALA,755,TENTULIA
20,Chittagong,19,COMILLA,50,COMILLA CITY CORPORATION,017,WARD NO. 17
50,Rajshahi,81,RAJSHAHI,10,BAGHA,08,ARANI POURASABHA
40,Khulna,01,BAGERHAT,34,FAKIRHAT,276,FAKIRHAT
50,Rajshahi,76,PABNA,72,SANTHIA,679,R- ATAIKULA
50,Rajshahi,81,RAJSHAHI,12,BAGMARA,211,DWIPPUR
55,Rangpur,94,THAKURGAON,86,RANISHANKAIL,543,NANDUAR
20,Chittagong,12,BRAHMANBARIA,85,NABINAGAR,378,IBRAHIMPUR
50,Rajshahi,69,NATORE,91,SINGRA,211,DAHIA
20,Chittagong,19,COMILLA,18,BURICHANG,169,BURICHANG
20,Chittagong,46,KHAGRACHHARI,61,LAKKHICHHARI,142,BARMACHHARI
55,Rangpur,94,THAKURGAON,51,HARIPUR,143,BAKUA
40,Khulna,44,JHENAIDAH,19,JHENAIDAH SADAR,633,PORAHATI
40,Khulna,41,JESSORE,23,JHIKARGACHHA,510,MAGURA
60,Sylhet,58,MOULVIBAZAR,56,KAMALGANJ,442,KAMALGANJ
30,Dhaka,35,GOPALGANJ,51,KOTALIPARA,678,RADHAGANJ
30,Dhaka,35,GOPALGANJ,51,KOTALIPARA,452,KANDI
20,Chittagong,51,LAKSHMIPUR,43,LAKSHMIPUR SADAR,451,KUSHAKHALI
20,Chittagong,15,CHITTAGONG,78,SANDWIP,446,KALAPANIA
10,Barisal,42,JHALOKATI,43,KANTHALIA,118,AWRABUNIA
30,Dhaka,29,FARIDPUR,56,MADHUKHALI,444,KAMARKHALI
20,Chittagong,75,NOAKHALI,10,CHATKHIL,441,KHILPARA
20,Chittagong,15,CHITTAGONG,53,MIRSARAI,217,DURGAPUR
30,Dhaka,67,NARAYANGANJ,44,NARAYANGANJ CITY CORPORATION,018,WARD NO. 18
20,Chittagong,75,NOAKHALI,80,SENBAG,177,CHHATARPAIYA
55,Rangpur,94,THAKURGAON,94,THAKURGAON SADAR,181,CHILARANG
10,Barisal,79,PIROJPUR,76,NAZIRPUR,718,SHEIKHMATIA
30,Dhaka,93,TANGAIL,25,DHANBARI,142,BALIBHADRA
20,Chittagong,19,COMILLA,73,LALMAI,151,BAGMARA UTTAR
20,Chittagong,84,RANGAMATI,87,RANGAMATI SADAR,509,MAGBAN
40,Khulna,47,KHULNA,30,DUMURIA,143,BHANDARPARA
30,Dhaka,68,NARSINGDI,64,RAIPURA,177,CHANDERKANDI
40,Khulna,87,SATKHIRA,04,ASHASHUNI,462,KULLA
50,Rajshahi,10,BOGRA,40,GABTALI,510,MAHISHABAN
40,Khulna,44,JHENAIDAH,19,JHENAIDAH SADAR,624,PAGLAKANAI
50,Rajshahi,64,NAOGAON,28,DHAMOIRHAT,411,JAHANPUR
60,Sylhet,58,MOULVIBAZAR,14,BARALEKHA,544,NIJ BAHADURPUR
20,Chittagong,15,CHITTAGONG,74,RAOZAN,142,BAGOAN
20,Chittagong,22,COXS BAZAR,45,KUTUBDIA,109,ALI AKBAR DALE
20,Chittagong,19,COMILLA,40,DEBIDWAR,160,BHANI
60,Sylhet,90,SUNAMGANJ,32,DHARMAPASHA,676,RAJAPUR
45,Mymensingh,39,JAMALPUR,15,DEWANGANJ,142,BAHADURABAD
45,Mymensingh,72,NETRAKONA,18,DURGAPUR,211,DURGAPUR
50,Rajshahi,70,CHAPAINABABGANJ,18,BHOLAHAT,142,BHOLAHAT
60,Sylhet,36,HABIGANJ,11,BANIACHONG,613,PAILARKANDI
55,Rangpur,27,DINAJPUR,77,PARBATIPUR,510,MAMINPUR
55,Rangpur,73,NILPHAMARI,64,NILPHAMARI SADAR,193,CHARAIKHOLA
20,Chittagong,46,KHAGRACHHARI,70,MATIRANGA,143,BARANAL
50,Rajshahi,69,NATORE,41,GURUDASPUR,509,MASHINDA
30,Dhaka,48,KISHOREGANJ,11,BHAIRAB,724,SHIMULKANDI
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,002,WARD NO. 02 (25)
20,Chittagong,13,CHANDPUR,49,HAJIGANJ,151,BARKUL PASHCHIM
20,Chittagong,19,COMILLA,72,LAKSAM,609,PURBA LAKSAM
40,Khulna,41,JESSORE,90,SHARSHA,444,KAYBA
30,Dhaka,54,MADARIPUR,87,SHIBCHAR,222,DATTAPARA
20,Chittagong,12,BRAHMANBARIA,63,KASBA,310,GOPINATHPUR
30,Dhaka,67,NARAYANGANJ,44,NARAYANGANJ CITY CORPORATION,023,WARD NO. 23
55,Rangpur,49,KURIGRAM,77,RAJARHAT,310,GHARIALDANGA
40,Khulna,44,JHENAIDAH,19,JHENAIDAH SADAR,353,HARISHANKARPUR
45,Mymensingh,89,SHERPUR,67,NAKLA,543,NAKLA
30,Dhaka,29,FARIDPUR,10,BHANGA,454,KAULIBERA
30,Dhaka,48,KISHOREGANJ,76,NIKLI,175,CHHATIRCHAR
60,Sylhet,90,SUNAMGANJ,89,SUNAMGANJ SADAR,307,GOURARANG
50,Rajshahi,70,CHAPAINABABGANJ,37,GOMASTAPUR,685,RAHANPUR
50,Rajshahi,10,BOGRA,81,SARIAKANDI,472,KUTUBPUR
60,Sylhet,36,HABIGANJ,02,AJMIRIGANJ,109,AJMIRIGANJ
30,Dhaka,68,NARSINGDI,60,NARSINGDI SADAR,344,HAJIPUR
20,Chittagong,03,BANDARBAN,04,ALIKADAM,109,ALIKADAM
10,Barisal,09,BHOLA,29,DAULATKHAN,67,DAULATKHAN POURASABHA
55,Rangpur,52,LALMONIRHAT,39,KALIGANJ,743,TUSHBHANDAR
55,Rangpur,27,DINAJPUR,21,BOCHAGANJ,375,ISHANIA
40,Khulna,01,BAGERHAT,58,MONGLA,194,CHILA
30,Dhaka,54,MADARIPUR,40,KALKINI,313,GOPALPUR
20,Chittagong,19,COMILLA,33,COMILLA SADAR DAKKHIN,205,BIJOYPUR
30,Dhaka,56,MANIKGANJ,78,SHIBALAY,109,ARUA
20,Chittagong,19,COMILLA,33,COMILLA SADAR DAKKHIN,614,PASHCHIM JORKANAN
60,Sylhet,36,HABIGANJ,05,BAHUBAL,474,LAMATASI
45,Mymensingh,61,MYMENSINGH,88,TARAKANDA,160,BISKA
50,Rajshahi,81,RAJSHAHI,66,RAJSHAHI CITY CORPORATION,016,WARD NO. 16
10,Barisal,09,BHOLA,25,CHARFASSON,198,CHAR MADRAJ
55,Rangpur,85,RANGPUR,76,PIRGANJ,521,MITHIPUR
20,Chittagong,51,LAKSHMIPUR,33,KAMALNAGAR,211,CHAR MARTIN
60,Sylhet,90,SUNAMGANJ,27,DAKKHIN SUNAMGANJ,710,SHIMULBANK
10,Barisal,79,PIROJPUR,58,MATHBARIA,520,MIRUKHALI
45,Mymensingh,61,MYMENSINGH,81,FULPUR,178,CHHANDHARA
60,Sylhet,90,SUNAMGANJ,32,DHARMAPASHA,778,UTTAR BANGSHIKUNDA
50,Rajshahi,81,RAJSHAHI,12,BAGMARA,734,SUBHADANGA
55,Rangpur,32,GAIBANDHA,82,SADULLAPUR,412,JAMALPUR
30,Dhaka,29,FARIDPUR,03,ALFADANGA,608,PANCHURIA
50,Rajshahi,81,RAJSHAHI,12,BAGMARA,109,AUCHPARA
20,Chittagong,19,COMILLA,09,BARURA,315,GALIMPUR
55,Rangpur,94,THAKURGAON,08,BALIADANGI,179,CHAROL
20,Chittagong,46,KHAGRACHHARI,77,PANCHHARI,773,ULTACHHARI
55,Rangpur,85,RANGPUR,75,RANGPUR CITY CORPORATION,022,WARD NO. 22
50,Rajshahi,64,NAOGAON,60,NAOGAON SADAR,160,BARSHAIL
30,Dhaka,93,TANGAIL,28,GHATAIL,413,JAMURIA
20,Chittagong,03,BANDARBAN,95,THANCHI,671,REMAKRI
45,Mymensingh,72,NETRAKONA,74,NETRAKONA SADAR,511,MADANPUR
55,Rangpur,85,RANGPUR,75,RANGPUR CITY CORPORATION,021,WARD NO. 21
30,Dhaka,33,GAZIPUR,33,GAZIPUR CITY CORPORATION,028,WARD NO. 28
30,Dhaka,56,MANIKGANJ,46,MANIKGANJ SADAR,446,KRISHNAPUR
20,Chittagong,46,KHAGRACHHARI,77,PANCHHARI,482,LOGANG
50,Rajshahi,81,RAJSHAHI,12,BAGMARA,85,TAHERPUR POURASABHA
55,Rangpur,32,GAIBANDHA,88,SAGHATA,142,BHARATKHALI
30,Dhaka,48,KISHOREGANJ,54,KULIARCHAR,708,SALUA
10,Barisal,78,PATUAKHALI,95,PATUAKHALI SADAR,109,AULIAPUR
40,Khulna,41,JESSORE,11,CHAUGACHHA,618,PATIBILA
45,Mymensingh,39,JAMALPUR,36,JAMALPUR SADAR,477,LAKKHIRCHAR
30,Dhaka,67,NARAYANGANJ,04,SONARGAON,66,SONARGAON POURASABHA
20,Chittagong,12,BRAHMANBARIA,85,NABINAGAR,412,JINADPUR
30,Dhaka,68,NARSINGDI,07,BELABO,143,BAZNABO
60,Sylhet,90,SUNAMGANJ,29,DERAI,443,KARIMPUR
45,Mymensingh,61,MYMENSINGH,88,TARAKANDA,311,GALAGAON
30,Dhaka,26,DHAKA,14,DHAMRAI,548,NANNAR
45,Mymensingh,39,JAMALPUR,29,ISLAMPUR,185,CHAR PUTIMARI
30,Dhaka,26,DHAKA,25,DHAKA NORTH CITY CORPORATION,047,WARD NO. 47
30,Dhaka,26,DHAKA,18,DOHAR,440,KUSHUMHATI
40,Khulna,44,JHENAIDAH,19,JHENAIDAH SADAR,735,SURAT
10,Barisal,09,BHOLA,25,CHARFASSON,553,NILKAMAL
40,Khulna,01,BAGERHAT,60,MORELGANJ,142,BAHARBUNIA
20,Chittagong,75,NOAKHALI,07,BEGUMGANJ,118,AMANULLAPUR
40,Khulna,50,KUSHTIA,94,MIRPUR,214,DHUBAIL
50,Rajshahi,64,NAOGAON,06,BADALGACHHI,152,BALUBHARA
55,Rangpur,85,RANGPUR,03,BADARGANJ,209,DAMODARPUR
20,Chittagong,12,BRAHMANBARIA,04,BANCHHARAMPUR,747,TEJKHALI
50,Rajshahi,64,NAOGAON,06,BADALGACHHI,161,BILASHBARI
50,Rajshahi,38,JOYPURHAT,74,PANCHBIBI,145,BAGJANA
10,Barisal,06,BARISAL,50,BARISAL CITY CORPORATION,028,WARD NO. 28
30,Dhaka,35,GOPALGANJ,58,MUKSUDPUR,413,JALIRPAR
30,Dhaka,56,MANIKGANJ,82,SINGAIR,186,CHARIGRAM
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,007,WARD NO. 07 (30)
