Code,Division,Code,District,Code,Upazila/City Corporation,Code,Union / Municipality / City Corporation Ward
40,Khulna,41,JESSORE,38,KESHABPUR,442,KESHABPUR
45,Mymensingh,39,JAMALPUR,15,DEWANGANJ,176,CHAR AMKHAOA
30,Dhaka,56,MANIKGANJ,22,GHIOR,609,PAYLA
20,Chittagong,19,COMILLA,81,MURADNAGAR,177,CHAPITALA
40,Khulna,50,KUSHTIA,79,KUSHTIA SADAR,118,AILCHARA
30,Dhaka,68,NARSINGDI,52,MANOHARDI,714,SHUKUNDI
20,Chittagong,12,BRAHMANBARIA,90,NASIRNAGAR,616,PURBABHAG
55,Rangpur,49,KURIGRAM,61,NAGESHWARI,462,KEDAR
55,Rangpur,27,DINAJPUR,64,DINAJPUR SADAR,277,FAZILPUR
40,Khulna,55,MAGURA,57,MAGURA SADAR,152,BERAIL PALITA
50,Rajshahi,64,NAOGAON,28,DHAMOIRHAT,776,UMAR
50,Rajshahi,64,NAOGAON,86,SAPAHAR,606,PATARI
45,Mymensingh,39,JAMALPUR,07,BAKSHIGANJ,709,SADHURPARA
45,Mymensingh,72,NETRAKONA,74,NETRAKONA SADAR,529,MEDNI
50,Rajshahi,64,NAOGAON,79,PORSHA,508,MASHIDPUR
20,Chittagong,19,COMILLA,31,CHAUDDAGRAM,713,SHUBHAPUR
50,Rajshahi,69,NATORE,91,SINGRA,175,CHAMARI
55,Rangpur,49,KURIGRAM,79,ROUMARI,708,SHOULMARI
10,Barisal,09,BHOLA,25,CHARFASSON,180,CHAR KALMI
55,Rangpur,27,DINAJPUR,30,CHIRIRBANDAR,279,FATEJANGPUR
45,Mymensingh,61,MYMENSINGH,52,MYMENSINGH SADAR,118,ASHTADHAR
50,Rajshahi,76,PABNA,55,PABNA SADAR,177,CHAR TARAPUR
10,Barisal,09,BHOLA,25,CHARFASSON,118,ABU BAKARPUR
10,Barisal,79,PIROJPUR,14,BHANDARIA,142,BHANDARIA
50,Rajshahi,76,PABNA,55,PABNA SADAR,512,MALANCHI
20,Chittagong,15,CHITTAGONG,78,SANDWIP,724,SARIKAIT
40,Khulna,41,JESSORE,61,MANIRAMPUR,455,KHANPUR
40,Khulna,65,NARAIL,28,KALIA,513,MAULI
45,Mymensingh,89,SHERPUR,88,SHERPUR SADAR,151,BALAIRCHAR
10,Barisal,06,BARISAL,32,GAURNADI,709,SARIKAL
10,Barisal,78,PATUAKHALI,38,BAUPHAL,454,KALAIYA
20,Chittagong,19,COMILLA,18,BURICHANG,151,BHARELLA DAKSHIN
40,Khulna,44,JHENAIDAH,80,SHAILKUPA,228,DUDHSAR
60,Sylhet,91,SYLHET,41,GOWAINGHAT,677,RUSTAMPUR
50,Rajshahi,81,RAJSHAHI,34,GODAGARI,510,MATIKATA
55,Rangpur,32,GAIBANDHA,30,GOBINDAGANJ,724,SHAKHAHAR
30,Dhaka,29,FARIDPUR,62,NAGARKANDA,209,DANGI
20,Chittagong,19,COMILLA,36,DAUDKANDI,142,BARAPARA
45,Mymensingh,39,JAMALPUR,85,SARISHABARI,143,BHATARA
30,Dhaka,93,TANGAIL,19,BHUANPUR,319,GOBINDASI
20,Chittagong,51,LAKSHMIPUR,73,RAMGATI,230,CHAR ROMIZ
20,Chittagong,13,CHANDPUR,22,CHANDPUR SADAR,480,LAKKHIPUR MODEL
20,Chittagong,15,CHITTAGONG,33,FATIKCHHARI,161,BHUJPUR
55,Rangpur,32,GAIBANDHA,91,SUNDARGANJ,346,HARIPUR
40,Khulna,18,CHUADANGA,31,DAMURHUDA,060,DARSHANA POURASABHA
30,Dhaka,33,GAZIPUR,33,GAZIPUR CITY CORPORATION,055,WARD NO. 55
45,Mymensingh,61,MYMENSINGH,52,MYMENSINGH SADAR,215,DAPUNIA
55,Rangpur,85,RANGPUR,03,BADARGANJ,318,GOPINATHPUR
30,Dhaka,93,TANGAIL,47,KALIHATI,160,BIR BASINDA
20,Chittagong,15,CHITTAGONG,08,BANSHKHALI,005,BANSHKHALI POURASABHA
30,Dhaka,48,KISHOREGANJ,79,PAKUNDIA,344,HOSSAINDI
40,Khulna,44,JHENAIDAH,71,MAHESHPUR,612,PANTAPARA
30,Dhaka,56,MANIKGANJ,10,DAULATPUR,186,CHAR KATARI
20,Chittagong,22,COXS BAZAR,66,RAMU,209,DAKKHIN MITHACHHARI
45,Mymensingh,72,NETRAKONA,18,DURGAPUR,151,BIRISHIRI
20,Chittagong,46,KHAGRACHHARI,67,MANIKCHHARI,407,JOGYACHHOLA
30,Dhaka,35,GOPALGANJ,91,TUNGIPARA,142,BARNI
20,Chittagong,15,CHITTAGONG,78,SANDWIP,144,BAURIA
50,Rajshahi,69,NATORE,91,SINGRA,747,TAZPUR
55,Rangpur,52,LALMONIRHAT,39,KALIGANJ,185,CHANDRAPUR
45,Mymensingh,61,MYMENSINGH,52,MYMENSINGH SADAR,180,CHAR ISHWARDIA
10,Barisal,04,BARGUNA,85,PATHARGHATA,542,NACHNAPARA
55,Rangpur,27,DINAJPUR,17,BIROL,221,DHARMAPUR
30,Dhaka,59,MUNSHIGANJ,74,SIRAJDIKHAN,514,MADHYAPARA
40,Khulna,41,JESSORE,38,KESHABPUR,509,MAJIDPUR
40,Khulna,65,NARAIL,28,KALIA,142,BAAISONA
55,Rangpur,73,NILPHAMARI,64,NILPHAMARI SADAR,724,SONARAY
55,Rangpur,32,GAIBANDHA,91,SUNDARGANJ,221,DHOPADANGA
30,Dhaka,86,SHARIATPUR,65,NARIA,050,NARIA POURASABHA
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,037,WARD NO. 37 (73)
20,Chittagong,03,BANDARBAN,51,LAMA,675,RUPASIPARA
20,Chittagong,15,CHITTAGONG,18,CHANDANAISH,151,BARAMA
40,Khulna,41,JESSORE,04,ABHAYNAGAR,734,SUNDALI
60,Sylhet,90,SUNAMGANJ,29,DERAI,176,CHARNARCHAR
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,009,WARD NO. 09 (32)
50,Rajshahi,64,NAOGAON,75,PATNITALA,070,NAZIPUR POURASABHA
50,Rajshahi,10,BOGRA,81,SARIAKANDI,548,NARCHI
55,Rangpur,85,RANGPUR,76,PIRGANJ,613,PANCHGACHHI
10,Barisal,78,PATUAKHALI,55,DUMKI,507,MURADIA
10,Barisal,09,BHOLA,18,BHOLA SADAR,213,DAKKHIN DIGHALDI
20,Chittagong,22,COXS BAZAR,45,KUTUBDIA,210,DAKKHIN DHURUNG
20,Chittagong,30,FENI,29,FENI SADAR,514,MOTABI
20,Chittagong,30,FENI,94,SONAGAZI,711,SONAGAZI
40,Khulna,41,JESSORE,09,BAGHARPARA,678,RAYPUR
30,Dhaka,68,NARSINGDI,64,RAIPURA,522,MIRZANAGAR
30,Dhaka,82,RAJBARI,29,GOALANDA,209,DAULATDIA
55,Rangpur,94,THAKURGAON,82,PIRGANJ,142,BAIRCHUNA
30,Dhaka,29,FARIDPUR,56,MADHUKHALI,512,MADHUKHALI
20,Chittagong,15,CHITTAGONG,04,ANWARA,161,BARASHAT
10,Barisal,79,PIROJPUR,47,KAWKHALI,441,KAUKHALI
20,Chittagong,15,CHITTAGONG,18,CHANDANAISH,211,DHOPACHHARI
20,Chittagong,15,CHITTAGONG,82,SATKANIA,726,SATKANIA
40,Khulna,55,MAGURA,57,MAGURA SADAR,413,JAGADAL
40,Khulna,44,JHENAIDAH,19,JHENAIDAH SADAR,275,FURSANDI
55,Rangpur,77,PANCHAGARH,90,TENTULIA,707,SHALBAHAN
30,Dhaka,93,TANGAIL,85,SAKHIPUR,310,GAJARIA
60,Sylhet,36,HABIGANJ,71,MADHABPUR,040,MADHABPUR POURASABHA
40,Khulna,18,CHUADANGA,07,ALAMDANGA,449,KALIDASPUR
20,Chittagong,12,BRAHMANBARIA,85,NABINAGAR,719,SALIMGANJ
20,Chittagong,13,CHANDPUR,79,MATLAB UTTAR,446,KALAKANDA
40,Khulna,87,SATKHIRA,47,KALIGANJ,512,MATHURESHPUR
45,Mymensingh,61,MYMENSINGH,88,TARAKANDA,211,DHAKUA
40,Khulna,01,BAGERHAT,77,SHARANKHOLA,672,RAYENDA
50,Rajshahi,70,CHAPAINABABGANJ,88,SHIBGANJ,614,PANKA
60,Sylhet,91,SYLHET,31,DAKKHIN SURMA,520,MOLLARGAON
30,Dhaka,29,FARIDPUR,56,MADHUKHALI,099,MADHUKHALI POURASABHA
30,Dhaka,86,SHARIATPUR,25,DAMUDYA,708,SIDHALKURA
20,Chittagong,15,CHITTAGONG,37,HATHAZARI,185,CHIKANDANDI
40,Khulna,47,KHULNA,69,PHULTALA,608,PHULTALA
40,Khulna,87,SATKHIRA,47,KALIGANJ,453,KUSHLIA
55,Rangpur,77,PANCHAGARH,25,BODA,020,BODA POURASABHA
30,Dhaka,67,NARAYANGANJ,58,NARAYANGANJ SADAR,109,ALIRTEK
30,Dhaka,68,NARSINGDI,64,RAIPURA,542,NILAKKHA
30,Dhaka,93,TANGAIL,57,MADHUPUR,454,KURALIA
20,Chittagong,12,BRAHMANBARIA,90,NASIRNAGAR,349,HARIPUR
45,Mymensingh,72,NETRAKONA,40,KALMAKANDA,440,KAILATI
60,Sylhet,58,MOULVIBAZAR,83,SREEMANGAL,109,ASHIDRON
10,Barisal,42,JHALOKATI,43,KANTHALIA,442,KANTHALIA
50,Rajshahi,64,NAOGAON,86,SAPAHAR,715,SHIRANTI
50,Rajshahi,88,SIRAJGANJ,89,TARASH,142,BARUHAS
30,Dhaka,59,MUNSHIGANJ,84,SREENAGAR,161,BHAGYAKUL
40,Khulna,01,BAGERHAT,34,FAKIRHAT,710,SHUBHADIA
55,Rangpur,85,RANGPUR,42,KAUNIA,741,TEPA MADHUPUR
40,Khulna,44,JHENAIDAH,80,SHAILKUPA,279,FULHARI
30,Dhaka,93,TANGAIL,95,TANGAIL SADAR,445,KAKUA
50,Rajshahi,81,RAJSHAHI,72,PABA,343,HARAGRAM
30,Dhaka,68,NARSINGDI,07,BELABO,543,NARAYANPUR
55,Rangpur,27,DINAJPUR,64,DINAJPUR SADAR,177,CHEHELGAZI
30,Dhaka,93,TANGAIL,28,GHATAIL,313,GHATAIL
20,Chittagong,15,CHITTAGONG,12,BOALKHALI,709,SAROATALI
30,Dhaka,67,NARAYANGANJ,58,NARAYANGANJ SADAR,277,FATULLAH
20,Chittagong,22,COXS BAZAR,66,RAMU,463,KHUNIAPALANG
50,Rajshahi,76,PABNA,39,ISHWARDI,707,SAHAPUR
55,Rangpur,77,PANCHAGARH,34,DEBIGANJ,727,SUNDARDIGHI
10,Barisal,09,BHOLA,18,BHOLA SADAR,680,RAJAPUR
20,Chittagong,19,COMILLA,33,COMILLA SADAR DAKKHIN,160,BARAPARA
50,Rajshahi,88,SIRAJGANJ,78,SIRAJGANJ SADAR,460,KHOKSABARI
60,Sylhet,91,SYLHET,20,BISHWANATH,109,ALANGKARI
10,Barisal,06,BARISAL,62,MEHENDIGANJ,424,JOYNAGAR
55,Rangpur,73,NILPHAMARI,12,DIMLA,142,BALAPARA
20,Chittagong,30,FENI,51,PARASHURAM,142,BOX MAHMUD
50,Rajshahi,88,SIRAJGANJ,89,TARASH,507,MADHAINAGAR
50,Rajshahi,76,PABNA,83,SUJANAGAR,343,HATKHALI
50,Rajshahi,10,BOGRA,95,SONATALA,608,PAKULLA
20,Chittagong,75,NOAKHALI,83,SONAIMURI,153,BAROGAON
50,Rajshahi,10,BOGRA,67,NANDIGRAM,160,BURAIL
55,Rangpur,85,RANGPUR,76,PIRGANJ,681,RAIPUR
50,Rajshahi,81,RAJSHAHI,34,GODAGARI,678,RISHIKUL
45,Mymensingh,61,MYMENSINGH,88,TARAKANDA,453,KAMARGAON
50,Rajshahi,88,SIRAJGANJ,78,SIRAJGANJ SADAR,677,RATANKANDI
30,Dhaka,33,GAZIPUR,30,GAZIPUR SADAR,142,BARIA
30,Dhaka,33,GAZIPUR,34,KALIGANJ,742,TUMALIA
40,Khulna,41,JESSORE,47,JESSORE SADAR,109,ARABPUR
50,Rajshahi,88,SIRAJGANJ,50,KAZIPUR,451,KHAS RAJBARI
45,Mymensingh,61,MYMENSINGH,81,FULPUR,685,RAMBHADRAPUR
20,Chittagong,13,CHANDPUR,49,HAJIGANJ,042,HAJIGANJ POURASABHA
20,Chittagong,19,COMILLA,31,CHAUDDAGRAM,319,GUNABATI
55,Rangpur,27,DINAJPUR,56,KAHAROLE,741,TARGAON
30,Dhaka,54,MADARIPUR,40,KALKINI,246,ENAYETNAGAR
40,Khulna,41,JESSORE,23,JHIKARGACHHA,033,JHIKARGACHHA POURASABHA
10,Barisal,06,BARISAL,94,UJIRPUR,142,BAMRAIL
40,Khulna,41,JESSORE,38,KESHABPUR,037,KESHABPUR POURASABHA
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,058,WARD NO. 58
20,Chittagong,15,CHITTAGONG,53,MIRSARAI,377,ICHHAKHALI
40,Khulna,50,KUSHTIA,39,DAULATPUR,631,PRAGPUR
20,Chittagong,13,CHANDPUR,58,KACHUA,143,BITARA
20,Chittagong,15,CHITTAGONG,53,MIRSARAI,850,WAHEDPUR
30,Dhaka,35,GOPALGANJ,58,MUKSUDPUR,524,MOCHNA
50,Rajshahi,69,NATORE,41,GURUDASPUR,543,NAJIRPUR
55,Rangpur,27,DINAJPUR,12,BIRGANJ,710,SATOR
20,Chittagong,19,COMILLA,54,HOMNA,075,HOMNA POURASABHA
30,Dhaka,93,TANGAIL,28,GHATAIL,218,DEULABARI
40,Khulna,18,CHUADANGA,23,CHUADANGA SADAR,711,SHANKARCHANDRA
20,Chittagong,13,CHANDPUR,79,MATLAB UTTAR,142,BAGANBARI
50,Rajshahi,88,SIRAJGANJ,94,ULLAPARA,142,BANGALA
55,Rangpur,52,LALMONIRHAT,55,LALMONIRHAT SADAR,510,MAHENDRANAGAR
10,Barisal,78,PATUAKHALI,57,GALACHIPA,213,DAKUA
50,Rajshahi,88,SIRAJGANJ,67,SHAHJADPUR,142,BELTAIL
30,Dhaka,93,TANGAIL,25,DHANBARI,610,PAISKA
50,Rajshahi,10,BOGRA,81,SARIAKANDI,454,KAMALPUR
10,Barisal,06,BARISAL,51,BARISAL SADAR (KOTWALI),211,CHARMONAI
20,Chittagong,13,CHANDPUR,79,MATLAB UTTAR,311,GAJRA
10,Barisal,06,BARISAL,69,MULADI,309,GACHHUA
40,Khulna,41,JESSORE,90,SHARSHA,712,SHARSHA
30,Dhaka,29,FARIDPUR,18,BOALMARI,211,DADPUR
10,Barisal,78,PATUAKHALI,95,PATUAKHALI SADAR,152,BARA BIGHAI
40,Khulna,87,SATKHIRA,04,ASHASHUNI,212,DARGAHPUR
60,Sylhet,90,SUNAMGANJ,92,TAHIRPUR,783,UTTAR SREEPUR
20,Chittagong,51,LAKSHMIPUR,43,LAKSHMIPUR SADAR,233,DATTAPARA
45,Mymensingh,61,MYMENSINGH,22,GAFARGAON,210,DATTER BAZAR
50,Rajshahi,10,BOGRA,94,SHIBGANJ,612,PIRAB
50,Rajshahi,64,NAOGAON,06,BADALGACHHI,510,MATHURAPUR
30,Dhaka,59,MUNSHIGANJ,84,SREENAGAR,722,SHYAMSIDDHI
20,Chittagong,75,NOAKHALI,83,SONAIMURI,545,NADANA
20,Chittagong,19,COMILLA,73,LALMAI,187,BHULAIN DAKKHIN
55,Rangpur,77,PANCHAGARH,25,BODA,178,CHANDANBARI
20,Chittagong,22,COXS BAZAR,49,MAHESHKHALI,077,MAHESHKHALI POURASABHA
40,Khulna,50,KUSHTIA,94,MIRPUR,614,PORADAHA
55,Rangpur,49,KURIGRAM,61,NAGESHWARI,160,BERUBARI
60,Sylhet,58,MOULVIBAZAR,56,KAMALGANJ,509,MADHABPUR
50,Rajshahi,88,SIRAJGANJ,27,CHOUHALI,716,STHAL
20,Chittagong,75,NOAKHALI,47,KABIRHAT,543,NAROTTAMPUR
30,Dhaka,67,NARAYANGANJ,04,SONARGAON,543,NOAGAON
45,Mymensingh,61,MYMENSINGH,65,MUKTAGACHHA,066,MUKTAGACHHA POURASABHA
30,Dhaka,29,FARIDPUR,18,BOALMARI,721,SHEKHAR
20,Chittagong,19,COMILLA,72,LAKSAM,775,UTTARDA
30,Dhaka,59,MUNSHIGANJ,56,MUNSHIGANJ SADAR,711,SHILAI
45,Mymensingh,72,NETRAKONA,83,PURBADHALA,413,JARIA
50,Rajshahi,88,SIRAJGANJ,11,BELKUCHI,160,BHANGABARI
50,Rajshahi,38,JOYPURHAT,47,JOYPURHAT SADAR,612,PURANAPAIL
10,Barisal,06,BARISAL,10,BANARIPARA,160,BISHARKANDI
30,Dhaka,56,MANIKGANJ,70,SATURIA,151,BARAID
30,Dhaka,54,MADARIPUR,87,SHIBCHAR,179,CHAR JANAJAT
20,Chittagong,15,CHITTAGONG,70,RANGUNIA,041,RANGUNIA POURASABHA
20,Chittagong,19,COMILLA,75,MEGHNA,311,GOBINDAPUR
55,Rangpur,85,RANGPUR,76,PIRGANJ,178,CHAITRAKOL
30,Dhaka,26,DHAKA,18,DOHAR,142,BILASPUR
60,Sylhet,36,HABIGANJ,71,MADHABPUR,144,BAGHASURA
60,Sylhet,90,SUNAMGANJ,23,CHHATAK,212,DAKKHIN KHURMA
20,Chittagong,46,KHAGRACHHARI,70,MATIRANGA,310,GUMTI
55,Rangpur,32,GAIBANDHA,24,GAIBANDHA SADAR,453,KHOLAHATI
55,Rangpur,52,LALMONIRHAT,70,PATGRAM,210,DAHAGRAM
20,Chittagong,51,LAKSHMIPUR,43,LAKSHMIPUR SADAR,196,CHAR RUHITA
55,Rangpur,52,LALMONIRHAT,33,HATIBANDHA,320,GOTAMARI
55,Rangpur,85,RANGPUR,27,GANGACHARA,109,ALAM BIDITAR
40,Khulna,47,KHULNA,75,RUPSA,308,GHATBHOG
10,Barisal,78,PATUAKHALI,38,BAUPHAL,717,SURJAMUNI
40,Khulna,47,KHULNA,17,DACOPE,611,PANKHALI
30,Dhaka,54,MADARIPUR,80,RAJOIR,343,HARIDASHDI MAHENDRADI
60,Sylhet,36,HABIGANJ,02,AJMIRIGANJ,408,JALSUKHA
60,Sylhet,91,SYLHET,59,KANAIGHAT,626,PURBA LAKKHIPRASAD
30,Dhaka,82,RAJBARI,76,RAJBARI SADAR,152,BARAT
30,Dhaka,33,GAZIPUR,32,KALIAKAIR,278,FULBARIA
40,Khulna,65,NARAIL,76,NARAIL SADAR,712,SHAHABAD
55,Rangpur,27,DINAJPUR,30,CHIRIRBANDAR,721,SATNALA
40,Khulna,65,NARAIL,28,KALIA,454,KHASHIAL
50,Rajshahi,76,PABNA,16,BERA,510,MASHUMDIA
20,Chittagong,84,RANGAMATI,21,BARKAL,143,BARA HARINA
10,Barisal,06,BARISAL,32,GAURNADI,151,BATAJOR
45,Mymensingh,61,MYMENSINGH,52,MYMENSINGH SADAR,162,BORARCHAR
45,Mymensingh,61,MYMENSINGH,31,ISHWARGANJ,409,JATIA
10,Barisal,42,JHALOKATI,84,RAJAPUR,716,SHUKTAGAR
55,Rangpur,94,THAKURGAON,08,BALIADANGI,143,BARA PALASHBARI
20,Chittagong,15,CHITTAGONG,82,SATKANIA,454,KANCHANA
40,Khulna,87,SATKHIRA,43,KALAROA,175,CHANDANPUR
40,Khulna,18,CHUADANGA,07,ALAMDANGA,143,BARADI
55,Rangpur,52,LALMONIRHAT,70,PATGRAM,142,BAURA
30,Dhaka,26,DHAKA,72,SAVAR,998,SAVAR CANTONMENT
30,Dhaka,48,KISHOREGANJ,33,ITNA,151,BARIBARI
30,Dhaka,56,MANIKGANJ,22,GHIOR,160,BARATIA
20,Chittagong,15,CHITTAGONG,61,PATIYA,714,SHOBHANDANDI
40,Khulna,55,MAGURA,57,MAGURA SADAR,143,BAGIA
55,Rangpur,49,KURIGRAM,08,RAJIBPUR,506,MOHANGANJ
20,Chittagong,30,FENI,14,CHHAGALNAIYA,506,MAHAMAYA
40,Khulna,55,MAGURA,95,SREEPUR,542,NAKOL
10,Barisal,04,BARGUNA,47,BETAGI,060,BETAGI POURASABHA
20,Chittagong,19,COMILLA,81,MURADNAGAR,612,PURBA BANGARA
30,Dhaka,56,MANIKGANJ,70,SATURIA,142,BALIATI
20,Chittagong,46,KHAGRACHHARI,47,GUIMARA,341,HAFCHHARI
55,Rangpur,85,RANGPUR,76,PIRGANJ,444,KABILPUR
40,Khulna,01,BAGERHAT,14,CHITALMARI,176,CHAR BANIARI
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,016,WARD NO. 16 (50 )
30,Dhaka,29,FARIDPUR,21,CHAR BHADRASAN,175,CHAR BHADRASAN
40,Khulna,44,JHENAIDAH,71,MAHESHPUR,544,NATIMA
50,Rajshahi,64,NAOGAON,85,RANINAGAR,242,EKDALA
60,Sylhet,36,HABIGANJ,02,AJMIRIGANJ,012,AJMIRIGANJ POURASABHA
20,Chittagong,13,CHANDPUR,95,SHAHRASTI,085,SHAHRASTI POURASABHA
45,Mymensingh,61,MYMENSINGH,22,GAFARGAON,410,JASHARA
40,Khulna,01,BAGERHAT,14,CHITALMARI,343,HIZLA
30,Dhaka,93,TANGAIL,66,MIRZAPUR,171,BHATGRAM
30,Dhaka,86,SHARIATPUR,14,BHEDARGANJ,176,CHAR BHAGA
20,Chittagong,84,RANGAMATI,58,LANGADU,477,LANGADU
40,Khulna,50,KUSHTIA,71,KUMARKHALI,711,SADAKI
50,Rajshahi,64,NAOGAON,69,NIAMATPUR,151,BHABICHA
60,Sylhet,91,SYLHET,17,BEANIBAZAR,519,MOLLAPUR
30,Dhaka,68,NARSINGDI,76,SHIBPUR,410,JOSHAR
40,Khulna,18,CHUADANGA,07,ALAMDANGA,109,AILHANS
50,Rajshahi,81,RAJSHAHI,34,GODAGARI,055,KAKANHAT POURASABHA
20,Chittagong,13,CHANDPUR,79,MATLAB UTTAR,412,JAHIRABAD
20,Chittagong,19,COMILLA,94,TITAS,142,BALARAMPUR
20,Chittagong,15,CHITTAGONG,86,SITAKUNDA,719,SONAICHHARI
40,Khulna,50,KUSHTIA,39,DAULATPUR,691,REFAYETPUR
30,Dhaka,56,MANIKGANJ,78,SHIBALAY,506,MAHADEBPUR
10,Barisal,09,BHOLA,29,DAULATKHAN,519,MEDUA
20,Chittagong,75,NOAKHALI,83,SONAIMURI,144,BAJRA
60,Sylhet,91,SYLHET,62,SYLHET SADAR,998,JALALABAD CANTONMENT
30,Dhaka,59,MUNSHIGANJ,74,SIRAJDIKHAN,523,MALKHANAGAR
45,Mymensingh,61,MYMENSINGH,24,HALUAGHAT,346,HALUAGHAT
60,Sylhet,90,SUNAMGANJ,86,SHALLA,143,BAHARA
30,Dhaka,26,DHAKA,62,NAWABGANJ,143,BAHRA
30,Dhaka,48,KISHOREGANJ,45,KATIADI,070,KATIADI POURASABHA
40,Khulna,50,KUSHTIA,71,KUMARKHALI,544,NANDALALPUR
40,Khulna,87,SATKHIRA,86,SHYAMNAGAR,512,MUNSHIGANJ
30,Dhaka,26,DHAKA,72,SAVAR,711,SAVAR
55,Rangpur,85,RANGPUR,49,RANGPUR SADAR,341,HARIDEBPUR
30,Dhaka,93,TANGAIL,25,DHANBARI,160,BIRTARA
40,Khulna,50,KUSHTIA,79,KUSHTIA SADAR,346,HARINARAYANPUR
10,Barisal,78,PATUAKHALI,66,KALAPARA,487,LATACHAPLI
20,Chittagong,15,CHITTAGONG,86,SITAKUNDA,728,SYEDPUR
20,Chittagong,75,NOAKHALI,10,CHATKHIL,542,NOAKHALA
50,Rajshahi,70,CHAPAINABABGANJ,18,BHOLAHAT,209,DALDALI
20,Chittagong,13,CHANDPUR,95,SHAHRASTI,516,MEHER UTTAR
20,Chittagong,15,CHITTAGONG,53,MIRSARAI,584,OSMANPUR
50,Rajshahi,69,NATORE,09,BAGATIPARA,409,JAMNAGAR
60,Sylhet,90,SUNAMGANJ,18,BISHWAMBHARPUR,607,PALASH
30,Dhaka,35,GOPALGANJ,58,MUKSUDPUR,447,KASALIA
20,Chittagong,19,COMILLA,09,BARURA,109,ADDA
40,Khulna,44,JHENAIDAH,14,HARINAKUNDU,443,KAPASHATIA
30,Dhaka,48,KISHOREGANJ,33,ITNA,412,JAYSIDDHI
20,Chittagong,13,CHANDPUR,45,FARIDGANJ,617,PASHCHIM CHAR DUKHIA
20,Chittagong,12,BRAHMANBARIA,07,BIJOYNAGAR,213,DAKKHIN SINGARBIL
10,Barisal,06,BARISAL,62,MEHENDIGANJ,188,CHAR EKKARIA
45,Mymensingh,61,MYMENSINGH,13,BHALUKA,779,UTHURA
20,Chittagong,75,NOAKHALI,83,SONAIMURI,109,AMBARNAGAR
30,Dhaka,29,FARIDPUR,03,ALFADANGA,143,BANA
20,Chittagong,13,CHANDPUR,58,KACHUA,219,DAKKHIN KACHUA
40,Khulna,44,JHENAIDAH,80,SHAILKUPA,446,KANCHERKOL
50,Rajshahi,88,SIRAJGANJ,78,SIRAJGANJ SADAR,711,SAIDABAD
20,Chittagong,19,COMILLA,81,MURADNAGAR,220,DHAMGHAR
20,Chittagong,13,CHANDPUR,58,KACHUA,779,UTTAR GOHAT
50,Rajshahi,69,NATORE,63,NATORE SADAR,050,NATORE POURASABHA
30,Dhaka,29,FARIDPUR,21,CHAR BHADRASAN,193,CHAR JHAUKANDA
20,Chittagong,13,CHANDPUR,45,FARIDGANJ,662,PURBA GUPTI
30,Dhaka,67,NARAYANGANJ,04,SONARGAON,151,BARADI
40,Khulna,50,KUSHTIA,79,KUSHTIA SADAR,782,UJANGRAM
55,Rangpur,85,RANGPUR,27,GANGACHARA,444,KOLKONDA
20,Chittagong,19,COMILLA,09,BARURA,482,LAKKHIPUR
60,Sylhet,58,MOULVIBAZAR,65,KULAURA,454,KARMADHA
45,Mymensingh,39,JAMALPUR,58,MADARGANJ,709,SIDHULI
30,Dhaka,93,TANGAIL,95,TANGAIL SADAR,523,MAHAMUDNAGAR
20,Chittagong,51,LAKSHMIPUR,73,RAMGATI,185,CHAR ALEXANDER
20,Chittagong,12,BRAHMANBARIA,63,KASBA,142,BADAIR
20,Chittagong,03,BANDARBAN,51,LAMA,275,FAITANG
45,Mymensingh,61,MYMENSINGH,72,NANDAIL,713,SHERPUR
50,Rajshahi,10,BOGRA,06,ADAMDIGHI,708,SANTAHAR
20,Chittagong,15,CHITTAGONG,82,SATKANIA,616,PASCHIM DHEMSHA
40,Khulna,01,BAGERHAT,38,KACHUA,676,RARIPARA
55,Rangpur,32,GAIBANDHA,88,SAGHATA,410,JUMARBARI
45,Mymensingh,72,NETRAKONA,47,KENDUA,614,PAIKURA
30,Dhaka,35,GOPALGANJ,32,GOPALGANJ SADAR,517,MAJHIGATI
55,Rangpur,73,NILPHAMARI,64,NILPHAMARI SADAR,715,SANGALSHI
10,Barisal,06,BARISAL,94,UJIRPUR,343,HARTA
20,Chittagong,12,BRAHMANBARIA,07,BIJOYNAGAR,620,PATTAN
40,Khulna,01,BAGERHAT,60,MORELGANJ,625,PUTIKHALI
40,Khulna,65,NARAIL,76,NARAIL SADAR,748,TULARAMPUR
20,Chittagong,12,BRAHMANBARIA,63,KASBA,470,KUTI
20,Chittagong,19,COMILLA,75,MEGHNA,142,BARAKANDA
30,Dhaka,68,NARSINGDI,07,BELABO,152,BELABO
45,Mymensingh,89,SHERPUR,88,SHERPUR SADAR,197,CHAR SHERPUR
45,Mymensingh,89,SHERPUR,90,SREEBARDI,442,KAKILAKURA
55,Rangpur,94,THAKURGAON,94,THAKURGAON SADAR,127,AULIAPUR
45,Mymensingh,72,NETRAKONA,63,MOHANGANJ,309,GAGLAJUR
30,Dhaka,35,GOPALGANJ,51,KOTALIPARA,713,SADULLAPUR
45,Mymensingh,72,NETRAKONA,09,BARHATTA,152,BAUSI
